tag,problem_id,first_branch,parsed_candidate,chose_globally_viable,chose_candidate_a,is_correct
e01,14,d,1,1,1,0
e01,14,d,1,1,1,0
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,0
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,15,l,1,1,1,1
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,16,t,1,1,0,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,1
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,17,d,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,18,r,1,1,1,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,1
e01,19,u,1,1,0,1
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,1
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,1
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,19,u,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,20,q,1,1,0,0
e01,21,u,1,1,0,0
e01,21,u,1,1,0,1
e01,21,u,1,1,0,1
e01,21,u,1,1,0,0
e01,21,u,1,1,0,0
e01,21,u,1,1,0,0
e01,21,u,1,1,0,1
e01,21,u,1,1,0,1
e01,21,u,1,1,0,0
e01,21,u,1,1,0,1
e01,21,u,1,1,0,0
e01,21,u,1,1,0,1
e01,21,u,1,1,0,1
e01,21,u,1,1,0,1
e01,21,u,1,1,0,1
e01,21,u,1,1,0,1
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,22,l,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,0
e01,23,u,1,1,0,1
e01,23,u,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,24,y,1,1,0,0
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,25,g,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,0
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,26,a,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,27,f,1,1,1,1
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,28,f,1,1,1,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,1
e01,29,r,1,1,0,1
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,0
e01,29,r,1,1,0,1
e01,29,r,1,1,0,1
e01,29,r,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,30,x,1,1,0,0
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,31,i,1,1,1,1
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,32,n,1,1,0,0
e01,33,u,1,1,0,0
e01,33,u,1,1,0,1
e01,33,u,1,1,0,0
e01,33,u,1,1,0,0
e01,33,u,1,1,0,1
e01,33,u,1,1,0,1
e01,33,u,1,1,0,0
e01,33,u,1,1,0,0
e01,33,u,1,1,0,0
e01,33,u,1,1,0,0
e01,33,u,1,1,0,0
e01,33,u,1,1,0,1
e01,33,u,1,1,0,0
e01,33,u,1,1,0,1
e01,33,u,1,1,0,0
e01,33,u,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,0
e01,34,p,1,1,0,1
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,1
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,35,e,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,1
e01,36,i,1,1,1,0
e01,36,i,1,1,1,1
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,0
e01,36,i,1,1,1,1
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,1
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,37,v,1,1,0,1
e01,37,v,1,1,0,0
e01,37,v,1,1,0,0
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,1
e01,38,o,1,1,0,0
e01,38,o,1,1,0,1
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,39,x,1,1,1,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,1
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,40,s,1,1,0,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,1
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,41,i,1,1,1,0
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,42,t,1,1,0,1
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,1
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,0
e01,43,t,1,1,0,1
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,44,s,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,1
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,45,l,1,1,0,0
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,0
e01,46,p,1,1,0,0
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,0
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,46,p,1,1,0,1
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,1
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,47,o,1,1,0,0
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,48,r,1,1,1,1
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,49,l,1,1,0,0
e01,50,y,1,1,1,1
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,50,y,1,1,1,1
e01,50,y,1,1,1,0
e01,50,y,1,1,1,1
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,50,y,1,1,1,1
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,50,y,1,1,1,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,51,m,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,52,r,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,1
e01,53,u,1,1,0,0
e01,53,u,1,1,0,0
e01,53,u,1,1,0,1
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,54,p,1,1,1,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,0
e01,55,o,1,1,0,1
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,56,m,1,1,1,0
e01,57,f,1,1,1,1
e01,57,f,1,1,1,0
e01,57,f,1,1,1,1
e01,57,f,1,1,1,0
e01,57,f,1,1,1,1
e01,57,f,1,1,1,0
e01,57,f,1,1,1,1
e01,57,f,1,1,1,1
e01,57,f,1,1,1,1
e01,57,f,1,1,1,1
e01,57,f,1,1,1,0
e01,57,f,1,1,1,0
e01,57,f,1,1,1,1
e01,57,f,1,1,1,1
e01,57,f,1,1,1,0
